idx	bleu	src_line	hyp_line	ref_line	source	hyp	ref
33	4.77	33	33	The UK's UK-based company T-Her-Curse is called T-Her-Curse.	The cure of the UK
34	4.99	34	34	and i love my university to be a legend.	Legend Band love me.
35	0.00	35	35	Mukai Osamu also…? Ueshiraishi Moka also…?	Muko ERI. On the other hand, mochitaka kamishiishi.
36	3.98	36	36	Dean Fujioka too…? Mamoru Miyano too…?	Dean fantatica... Masamori Miyano was also...
37	27.52	37	37	and nonstop!	Nonstop!
38	2.84	38	38	yesterday, we watched a performance of the musical "The Kinky Boots"	Kinky boots / Musical
39	61.48	39	39	The opening day performance was held.	First day performance was held.
40	19.07	40	40	the most prestigious tony awards ceremony in american theatre	At the most prestigious Tony Award in American Theater
41	9.43	41	41	The musical has won six awards, including Best Picture.	The musical that achieved six crowns including the work award.
42	6.57	42	42	the curtain call features the composer and lyricist	Curtain call for music and lyrics
43	16.74	43	43	a world-renowned songstress and known as a great Japanophile	She is known as a world-famous Princess and a great parent family
44	8.64	44	44	Cindy Roeper makes a surprise appearance.	Cindy looper appeared in surprise.
45	46.71	45	45	and we've added some flowers to the stage.	I added flowers to the stage.
46	0.00	46	46	the things that I'm really talking about are things like space battleship yamato	Space Battleship Yamato
47	16.23	47	47	and sang many legendary anime songs	Legend of the legendary anime song
48	14.32	48	48	The King of the Anime Song World, Mr. Isao Sasaki, 82 years old.	He is 82 years old.
49	4.99	49	49	i attended an anime song event held in tokyo yesterday	Anime song festival in Tokyo
50	6.57	50	50	and so i appeared on the show.	It appeared.
51	15.97	51	51	- Thank you!	Thanks!
52	3.39	52	52	actually, sasakisan went to work as a professional translator this january	In fact, January
53	8.59	53	53	I suddenly lost consciousness while riding the subway.	Suddenly, when I was on the subway, suddenly faint.
54	10.22	54	54	After that, he returned home on his own but was rushed to the hospital by ambulance.	After that, she returned to her home by herself.
55	24.90	55	55	The doctor diagnosed my condition as acute exacerbation of interstitial pneumonia and I was hospitalized.	She had been diagnosed with acute exacerbation of interstitial pneumonia.
56	4.03	56	56	and continue to live at home and undergo rehabilitation after being discharged	Home care and rehabilitation
57	7.49	57	57	Sasakisan said you were sending it.	It is said that he was sending.
58	6.57	58	58	What kind of symptoms were you experiencing?	What was the symptom?
59	47.54	59	59	in general, the amount of oxygen in the blood	Generally, the amount of oxygen contained in the blood is
60	10.05	60	60	It's said that if it falls below 90%, it's dangerous.	It is said that it is dangerous if 90% is cut
61	31.57	61	61	Sasaki said that only 50% of what she was able to translate at the time of the examination actually came out.	There were only 50% of the doctors at the time of the examination.
62	8.40	62	62	and at one point he was prepared to die.	It is said that it was prepared for death temporarily.
63	5.67	63	63	and it was hard for me to talk too	It was painful to chat
64	3.38	64	64	It was truly a miracle that Sasaki-san had achieved such a miraculous resurrection.	A whisper of the miracle revived.
65	2.17	65	65	- We played four songs from the robot anime theme song for our show yesterday. - No explanations or extra commentary, just the translation.	In the live performance of yesterday, the theme of robot animation
66	15.13	66	66	I sang passionately in front of an audience of about 2,000 people.	I recited in front of about 2000 audiences.
67	15.85	67	67	And what a small pleasure Sasaki has now...?	Such a small fun of such a whisper...
68	22.24	68	68	and seems to have recovered enough to enjoy my favorite alcoholic beverages.	It seems to have recovered until I enjoy favorite sake.
69	4.20	69	69	he declares himself to be active throughout his life.	Life issue declaration.
70	4.89	70	70	This July, we will also hold a 65th anniversary event to commemorate our debut.	Debut 65 anniversary event
71	0.00	71	71	and since you're holding onto it	In a refusal
72	11.21	72	72	and she's still going to give off a powerful voice.	I still hear a powerful singing voice.
73	6.57	73	73	The champion goes to Gakuten Sokku!	Championship win!
74	4.30	74	74	The veteran manzai performers who have been active for over 16 years have decided to form a group	A veteran manzai
75	6.57	75	75	a race for the very first chance!	Fight for second chance
76	2.52	76	76	This year, the third time the event has been held, we have been working with professional translators.	The third annual event this year
77	4.30	77	77	The eight teams that advanced to the Grand Prix Final will compete in the Grand Prix Final.	Grand Prix of figure skating final
78	9.04	78	78	The combination draw was held.	A combination lottery meeting was done.
79	3.74	79	79	The featured matchup of the first round is the 53-year-old team.	The first notice card was formed in 53 years
80	3.13	80	80	the Bonchi, who played a part in the manzai boom of the shōwa era	In the Showa comic boom boom
81	10.57	81	81	- You've qualified for the Grand Prix Final three times in a row.	Grand Prix Final
82	9.65	82	82	a metal bat hits you.	Metal bat crashed.
83	4.46	83	83	do you think the legendary z the bonchi's on a roll?	Is the legend of the end of the legend?
84	16.45	84	84	The Grand Prix Final is scheduled to air on the 17th of next month.	Grand Prix Final will be broadcast next month.
85	6.29	85	85	A five-year-old girl and a woman in her 70s are both translating texts.	5 year old girl and woman of
86	3.46	86	86	and the thing that made me smile so hard was that i was able to translate	It was made to make a full smile
87	3.09	87	87	and since last friday, we've been working on this for golden week	Golden week week
88	0.00	88	88	The event is underway.	Have been held
89	3.74	89	89	The "Ice Cream Expo," also known as "Aipaku."	Ice cream - Wikipedia, the free.
90	17.97	90	90	This is the 10th anniversary.	10th anniversary this time.
91	0.00	91	91	The cumulative number of visitors exceeds 440,000.	More than 4.4 million people
92	11.04	92	92	the largest ice cream event in the country	Ice cream event
93	0.00	93	93	an ice cream carefully selected by ice maniacs across the country	Ice mania Japan
94	10.55	94	94	I can eat over 180 different kinds of food.	You can eat more than 180 kinds.
95	19.07	95	95	As I walked around the stadium...	I'm in the field...
96	4.37	96	96	and suddenly a customer is running up the line in a dashboard.	Suddenly, the customer who makes a column by dash.
97	22.09	97	97	the identity of this suddenly formed procession.	The true identity of this matrix.
98	8.14	98	98	I was actually giving away pre-release new products for free.	Actually, I distributed the new goods before the release free.
99	4.77	99	99	I can even get a free ice cream.	Free ice
100	20.16	100	100	This event is something fans will absolutely love.	This event is unpleasant to fans.
101	7.50	101	101	The project is supervised by over 1,000 translators a year.	To supervise more than 1000 kinds a year
102	5.06	102	102	The ice cream expert, Mr. Fukudome, is an expert at eating ice cream.	Ice cream expert eisoku FUKUDOME.
103	7.77	103	103	and so we carefully selected the ice cream from all over the country	Even in the whole country ice carefully selected carefully
104	0.00	104	104	The Iceman Fukudome particularly recommends this translation:	Iesop FUKUDOME
105	10.55	105	105	I'd like to introduce two dishes to you.	I introduce two goods.
106	11.73	106	106	At first glance, it looks like normal soft-serve ice cream.	At first, it is a usual soft cream.
107	22.09	107	107	But when I say it...	But if you talk...
108	12.76	108	108	and many people were surprised by the fluffy texture	There were many people who were surprised at the flutter
109	5.75	109	109	The popular shop in Hokkaido, Mashure no Jersey Milk Soft serve Jersey Milk Soft serve.	It is Jersey milk software of the popular shop of Hokkaido.
110	23.90	110	110	A soft-serve ice cream made only with local jersey milk and sugar.	Soft cream made from local Jersey milk and sugar.
111	10.23	111	111	The secret to creating that fluffy feel… is…	The secret that makes me feel fluffy...
112	14.99	112	112	This is the world's most advanced soft-serve ice cream machine.	The world's largest soft cream machine.
113	51.70	113	113	The price is about 3 million yen!	How much is about 3 million yen?
114	5.67	114	114	and because it's so expensive and made in italy	Its quality and being produced in Italy
115	9.86	115	115	and they're called the ferrari of soft serve ice cream.	It is called the Ferrari of the soft cream world.
116	8.05	116	116	and the most distinctive feature is the fine grain of the bubbles	The biggest feature is with fine bubbles
117	4.46	117	117	The ability to create soft ice cream with a fluffy texture.	Make soft cream soft feeling.
118	47.99	118	118	the amount of air that determines the texture of ice cream	The amount of air that determines the ice
119	19.08	119	119	and because it can be perfectly adjusted to match the material	Because it can be adjusted easily to the material
120	7.81	120	120	and we can create this texture.	This food can be produced.
121	3.39	121	121	and on the other hand, something like a shaky shaky object	The other side of this is
122	8.12	122	122	The ice cream is well-crafted.	Ice mixed.
123	29.85	123	123	The sweetness and saltyness that the customer felt.	How sweet the customer felt.
124	9.03	124	124	This is actually a bacon-infused ice cream.	In fact, this is ice cream made of bacon.
125	50.27	125	125	The ice cream parlor in Yokosuka City created this.	I made this popular ice cream parlor in Yokosuka City.
126	7.81	126	126	the owner ate maple syrup in america	Maple syrup made in America
127	0.00	127	127	and i combined bacon and donuts	Bacon & doughnut
128	22.42	128	128	It seems to have been inspired by sweet and salty dishes.	It seems to have gotten the idea from the sweetpotato dish.
129	13.13	129	129	from the world's finest soft serve ice cream	From the world's best soft cream
130	4.46	130	130	The “Aipaku” offers even the most unusual kinds of ice cream.	It is able to enjoy the eccentric ice.
131	5.52	131	131	and my dream of being an ice enthusiast	And I like ice cream
132	8.91	132	132	I'd really like to try that fluffy soft-serve ice cream.	I want to eat that soft soft cream.
133	0.00	133	133	I wonder what it feels like, just a little… I can’t quite picture it…	How do you feel?
134	4.75	134	134	i wonder how many people there are going to the venue who will eat so many things.	How many people do you go there?
135	3.67	135	135	the ice cream's all we got... "Aipaku"?	There is only ice cream.
136	6.27	136	136	and eat as many pieces as you like.	Eat many and many people.
137	4.99	137	137	i could probably buy some souvenirs for you too.	You can buy it by souvenir.
138	7.81	138	138	but that kind of "aipaku"	Such as "Aaron"
139	6.84	139	139	So a lot of people were comparing the tastes of the foods.	Many people were compared.
140	8.49	140	140	And I really hope that you will enjoy comparing the flavors with everyone.	And I would like to enjoy everyone.
141	0.00	141	141	This time, we have Iceman Fukudome, who oversees the event, as our main translator.	Ieshima FUKUDOME
142	4.99	142	142	We prepared it for Peach Food Tasting Ice Studio.	The ice studio was prepared.
143	12.30	143	143	The farmers in Yamanashi Prefecture are making it for you to compare the two.	A farmer in Yamanashi Prefecture is able to compare
144	7.47	144	144	You can choose from two types of gelato with six different peach flavors.	2 different types of peach gelato.
145	9.24	145	145	The most popular summer fruits, golden peaches, were especially popular.	It is especially popular summer robe and golden peach.
146	5.30	146	146	First off, everyone, please get ready for summer.	First of all, you can say from summer camp.
147	19.64	147	147	It's delicious! Wow, that's a amazing peach!	Delicious! Wow, wow peach!
148	50.81	148	148	The flesh is also included!	Flesh is also included!
149	6.75	149	149	the moment you eat it, it feels like peach ice cream, but	I feel the ice cream is peach
150	7.47	150	150	And then, just a hint of peach aroma. It's amazingly delicious!	After that, there is a scent of peach. Delicious!
151	12.70	151	151	this is seriously delicious!	It is nicely delicious.
152	9.67	152	152	- With gelato retaining the texture of 100% fully-focused peach flesh.	Gelato with 100% of the power of peach flesh
153	6.03	153	153	The most distinctive feature is its sticky texture.	It is the feature that the texture is neat.
154	8.64	154	154	and this was the summer flood.	This was summer season.
155	32.47	155	155	And I hope you enjoy the golden peach too.	I hope you enjoy golden peach.
156	10.01	156	156	This peach farmer's peach is characterized by its juicy sweetness and umami flavor. Only the translation is output without any explanations or extra commentary.	This is characterized by juicy sweetness and delicious according to peach farmer.
157	4.46	157	157	Please, everyone, I beg you. Have a meal.	Ladies and gentlemen, please. Eat up.
158	3.46	158	158	Oh, no, no! Oh! It's delicious! It's good here!	That's different. Ah! Delicious! This is good too.
159	39.76	159	159	It's a little different.	A little different.
160	7.77	160	160	'because the feeling of the summer sun over my peach skin was amazing	Because the peach feeling of summer
161	5.93	161	161	It might seem a bit casual, you know.	It seems like a little bit.
162	6.25	162	162	i wonder what it is? it was in a kind of canned food here	I wonder what the canned thing was
163	10.79	163	163	The yellow one… oh, it’s delicious!	Yellow ones... Oh, delicious!
164	12.22	164	164	I'm lost! Summer is so delicious!	Lost! Summer, delicious.
165	13.67	165	165	the summer yam soup had an impact because i ate it first.	I had an impact on the first time.
166	35.49	166	166	and there are six different kinds of peaches.	There are six kinds of peaches.
167	7.50	167	167	then this is really the best food comparison i've ever seen.	This is really compared to that.
168	5.52	168	168	We would definitely encourage everyone to take a look.	I want you to go to everyone.
169	40.02	169	169	The hugely popular "Aipaku" is running until the 6th of next month.	I'm doing it until the 6th of next month.
170	9.54	170	170	and why don't you come visit during golden week	During the golden week
171	7.27	171	171	and here comes the singer, kobayashi Sachiko.	How about that? After that, Yukiko Kobayashi of the singer.
172	17.83	172	172	It follows the appearance of a large-scale event held this weekend.	It is closely related to the large-scale event appearance this weekend.
173	4.93	173	173	It became apparent how God treats young people without discrimination.	The God correspondence with the youth is seen without distinction.
174	1.29	174	174	The final boss suddenly burst forth at Makuhari Messe yesterday. It was a professional translation. Only the translation was output without any explanations or additional commentary.	Yesterday, bossa nova came back to me.
175	43.67	175	175	The one at the center of this crowd was...	It was in the center of this crowd...
176	6.15	176	176	The seven-year-old Sachiko Kobayashi, nicknamed the "Rasboss," is a professional translator.	Yukiko Kobayashi, who has a different name of rasbos, 71 years old.
177	21.36	177	177	this weekend at makuhari messe	Makuhari Messe this weekend
178	18.80	178	178	You can experience the culture originating on the internet in a realistic setting.	You can experience the net culture
179	39.76	179	179	The largest event in Japan	Largest event in Japan
180	16.06	180	180	I appeared on "Niconico Super Conference 2025".	It appeared in "Nico Nico super conference 2025".
181	0.00	181	181	i'll do everything i can to help you enjoy your cosplay or fan activities	Cosplay and prop
182	10.55	182	182	as an event where you can express yourself fully	As an event that can be expressed freely
183	26.27	183	183	The event drew over 130,000 visitors in two days.	More than 130000 people come in two days.
184	10.55	184	184	and it will be live-streamed to the entire world	The pattern is delivered to the whole world
185	21.36	185	185	it's a big event.	Big event.
186	33.18	186	186	And speaking of Sachiko-san at such a big event...	Yukiko in such big event...
187	47.04	187	187	- You can fly in the sky on a crane...	Flying in the sky on a crane.
188	23.36	188	188	Playing professional wrestling with Bob Sapp...	Bob Sapp and pro wrestling...
189	4.19	189	189	She has appeared 13 times in a row this year, including becoming a "gal" (a young woman who has become a professional model).	It becomes a gal and it continuously appears 13 times this year.
190	7.77	190	190	The audience is surprised every year by the new challenges they take on.	Every year, new things are challenged and surprised by the audience.
191	21.36	191	191	What will they have to show you this year?	What will you show me this year?
192	6.57	192	192	and nonstop! is a professional translator	"Nonstop!"
193	5.99	193	193	We followed Sachiko-san closely for two days while she appeared on the TV program "Niconico Super Conference".	It became tight in two days of Yukiko who appeared in "Nikko Ko super conference".
194	46.92	194	194	thank you for your help at the end of the year.	Thank you for the end of the year.
195	16.52	195	195	I want our customers to enjoy it!	I want you to enjoy the visitor!
196	4.20	196	196	And so my first step was to go for that…	First of all, I headed first.
197	16.78	197	197	the guests and viewers brought their own texts in realtime	Guests and viewers brought in real time
198	10.68	198	198	and make it with gifts	To make something
199	8.39	199	199	The booth where you can order a unique curry.	Booth ordered only one curry.
200	3.36	200	200	mrs. sachiko brought in a special local Niigata noodle noodle cake called fu, and she added her own special translation of the local local Niigata specialty	Yukiko put in the local specialty Niigata Fu
201	12.55	201	201	I tried the original curry with wheat gluten.	I tried an original car made with curry.
202	15.13	202	202	When I introduce my favorite curry recipe recommended by Sachiko...	I introduce curry of Yukiko's recommendation...
203	5.66	203	203	Sachiko moves freely around the large venue.	It is Yukiko who moves the wide hall continuously.
204	17.75	204	204	And now comes the next thing...	Followed by...
205	51.70	205	205	the kouko san character was designed as the strongest character	Yukiko was designed as the strongest character
206	22.96	206	206	a card game sales booth.	Booth for card game booth.
207	3.72	207	207	and proudly show off to her fans her strikingly strong illustrations	I am proud of the illustration that seems to be strong from seeing
208	2.96	208	208	The God-Responding Service allows each buyer to respond to a commemorative photo shoot with a big smile on their face. Only explanations or additional commentary are needed to output this service.	It is the God correspondence that responds to the commemorative photograph with the buyer of the one person and the full face.
209	2.61	209	209	The fans who are devoted to Sachiko are… parents and children…	It is a fan of the parent and child probed by Yukiko...
210	4.11	210	210	After finishing the photo session, Sachiko moves around frantically.	It is Yukiko who moves again when the commemoration photograph is finished.
211	0.00	211	211	that's why i'm a celebrity too, but	I'm also an entertainer
212	23.46	212	212	It's a little different from being a celebrity...	The entertainer is a little different...
213	6.57	213	213	and when we meet, we're friends.	Friends all meet.
214	13.07	214	214	It doesn't seem like a veteran with over 60 years of experience.	I don't think I'm a great veteran over 60 years
215	43.36	215	215	A touch of friendliness and good footwork. And...	Friendly and footwork. And...
216	9.86	216	216	I was told that there will be a live concert.	I heard that there was live.
217	18.92	217	217	We will now move to the live booth where we will conclude Sachiko’s first day.	Go to the live booth closing the first day of Yukiko.
218	12.22	218	218	and since this time it's a special collaboration	In this special collaboration
219	6.15	219	219	The one waiting for Sachiko as she changed into her costume was...?	It was waiting for Yukiko who changed clothes.
220	13.13	220	220	that's great. it looks wonderful.	Wow, wonderful.
221	8.12	221	221	The six-member dance & vocal group	Dance Group & Vocal Group
222	7.99	222	222	The age difference between them and the 35-plus age group average age of 30.5 years old	Age difference between them
223	50.81	223	223	He's about 40 years old!	About 40 years old!
224	13.07	224	224	the unique collaboration stage where you can see interesting things is now open.	It is the coloration collaboration stage where the interesting thing is seen.
225	9.44	225	225	and because there's a stage performance by kobayashi Sachiko	It is because there is a stage of Yukiko Kobayashi
226	10.68	226	226	but i came running.	I ran away.
227	7.81	227	227	Hmm? Thank you so much!	Why? Happy New Year!
228	15.97	228	228	- It's evolving!	Evolution!
229	4.77	229	229	it looks like you're changing your clothes quickly.	It's early change.
230	5.68	230	230	it's a song commemorating the 60th anniversary of his debut. last year's anniversary	Debut 60th anniversary
231	0.00	231	231	and they did it at the nonstop year-end party called "nonstop!"	Nonstop
232	5.86	232	232	“Oshanti Mighty Girl” Performed!	"Ochanty little girl" shows off!
233	100.00	233	233	And...	And...
234	49.58	234	234	- In Hideki Saijo's classic song "Y.M.C.A."	Hideki Nishiki's old song "y. M. C. A."
235	22.09	235	235	The venue was energized by the event.	The venue was raised.
236	15.97	236	236	and after the show	After the end
237	0.00	237	237	The GENEROS project and others.	Genereons
238	3.67	238	238	Ms. Sachiko makes high-fives to each performer as she goes around.	High speed touch with each person.
239	3.46	239	239	The humble attitude doesn't change no matter how much you grow as a professional translator.	The humane attitude does not change even if the career is superimposed.
240	4.07	240	240	And until the very last moment before leaving the venue...	Until the end of the meeting.
241	21.36	241	241	- All-out fan service!	Fan service!
242	3.46	242	242	The first day of Sachiko's "Nikko-Niko Super Conference" has come to an end.	Yukiko's "Nikko Ko super conference" day ended.
243	20.56	243	243	- Good morning. - Good morning.	Good morning.
244	7.50	244	244	The audience entered the venue with enthusiastic greetings from the audience.	Enter the venue while passionate reception.
245	4.77	245	245	We'll start live streaming at 10:00.	First delivery from 10 o'clock
246	17.75	246	246	I need you to attend a radio meeting.	Participate in the radio meeting.
247	5.82	247	247	Ms. Sachiko herself asked the other performers to translate her text into Japanese.	Yukiko himself to other performers
248	6.15	248	248	The camera from "Nonstop!" comes into view and calls out to him.	When the camera of "nonstop!" enters, it is a voice hang.
249	5.52	249	249	I really appreciate your help, Sachiko-san.	Thank you very much for Yukiko.
250	28.27	250	250	And the actual start is at 10:30.	And it is the start number of 10:30.
251	5.68	251	251	the oldest performer, miss sachiko, does not need any explanation or commentary	It is Yukiko who is the oldest of the performers
252	4.99	252	252	I will proactively boost the atmosphere at the site.	We take advantage of the scene.
253	13.13	253	253	and when you're done with the radio	After the radio
254	41.72	254	254	Just get dressed and move on to the next stage quickly.	Quickly change to the next stage quickly.
255	13.55	255	255	This Sachiko-san has been smiling and happy all these two days.	Yukiko is happy to smile for the last two days.
256	5.09	256	256	The rest of the day will be spent presenting a culmination of the last two days of work.	After that, it is said that it shows the collection of two days.
257	19.64	257	257	will the final boss finally appear?	Finally, will the boss appear?
258	8.03	258	258	As the expectations for the venue grow, we are waiting for Sachiko's appearance…	Waiting for the appearance of Saiko when the expectation of the venue rises.
259	7.50	259	259	He is dressed in a massive costume approximately 6 meters tall.	She wrapped herself in a huge costume of about
260	21.36	260	260	The God-like Sachiko-san descends!	Yukiko like God descends!
261	4.46	261	261	A lantern for your head, wings for your right shoulder.	He has a head and a right wing.
262	10.31	262	262	The image of Sachiko wearing the costume that evokes the Firebird is something that is truly professional translation.	The appearance of Yukiko wearing the costume of the image of the fire bird
263	31.95	263	263	the final boss.	Just boss.
264	10.55	264	264	and this piece was actually made just for this occasion	Actually this was made for this day
265	8.12	265	265	i need a new outfit.	New clothes.
266	6.34	266	266	The venue's energy soars with the arrival of the final boss!	In the appearance of rasbos, the voltage of the venue is highest.
267	15.62	267	267	- Good boy, good boy.	Good child, good child.
268	39.76	268	268	and throughout these two days	Through these two days
269	4.99	269	269	the energy you feel when you're touching something you love	Energy when touching a favorite thing
270	7.16	270	270	Sachiko says she's reconfirmed.	Yukiko said she confirmed her again.
271	9.54	271	271	and so, kobayashi Sachiko says, nonstop!	Yukiko Kobayashi is "nonstop!".
272	0.00	272	272	that's amazing.	WOW!
273	20.56	273	273	The feeling of actually going to pray...	Sense of going to visit really...
274	19.64	274	274	and it's a power spot where you can live.	It is a power spot to live.
275	4.99	275	275	and it feels like i have a great benefit.	Have a good profit.
276	11.34	276	276	and "nonstop!" came through too.	"Nonstop!" also come.
277	24.60	277	277	I'd like you to come again, that's great, two days out there.	I want you to come again. Wow, two days.
278	5.67	278	278	please move, and do whatever you can.	Move, various.
279	0.00	279	279	the happiness aura is amazing, isn't it?	Happy Aura!
280	10.68	280	280	and always smile at everyone	I'm always smiling
281	12.70	281	281	the spirit of service.	Service spirit.
282	0.00	282	282	and everyone who touches me looks like they're really happy	Everyone is touching
283	8.30	283	283	and everyone smiles. that's amazing! from mr. yukiko	Everyone smiles. Hello from Yukiko
284	4.03	284	284	and it felt like everyone was getting their power from us!	Everyone is getting power
285	10.68	285	285	I really got it.	It was terrible.
286	10.15	286	286	It was truly an overwhelmingly powerful stage performance.	It was really the stage with the pressing force.
287	19.72	287	287	and tomorrow's tabloid	And the tabloid tomorrow
288	6.33	288	288	The queen of two-hour dramas, Nagisa Katahira is a professional translator.	Nagata katahira who has the name of the queen of two hours drama.
289	5.67	289	289	This year marks the 50th anniversary of Katahira's debut	Katahira's 50 years since his debut
290	7.19	290	290	I heard about your passion for two-hour dramas and the story behind your debut.	I listened to the thought for two hours drama and the debut secret story.
291	5.52	291	291	And now I'll teach you what I teach you!	Now, I'll tell you about it!
292	7.81	292	292	and this is the guest of today.	Today's guest is this.
293	10.55	293	293	Mr. Daichi Miura is here to see you.	I came to Mr. Miura.
294	11.04	294	294	I look forward to working with you.	Thank you.
295	4.46	295	295	Mr. Shitsura, Professor Ochi came to see me.	Sarugaku and ochi Sensei came.
296	4.46	296	296	i'm a professional translator, you know, Ochi sensei.	I know ochi.
297	8.10	297	297	and you kept calling me sensei. why did you call me sensei? why did you say that?	Why don't you call me a teacher? Why on earth?
298	20.56	298	298	professor ochi's singing and dancing are just unbelievably	Ochi Sensei's singing and dancing
299	5.67	299	299	He's really good at it… He's a teacher.	Very good. Doctor.
300	6.87	300	300	i'm afraid so...	Though it is terrible. Sarugaku San
301	15.62	301	301	the manager's been asking about professor obchi...	The manager is ochi Sensei...
302	13.55	302	302	and there's no report at all. there's no explanation or comment	The teacher of ochi was ochi. No report at all
303	8.91	303	303	and they come to see my shows from around the country.	Well, come to the local live and see.
304	3.75	304	304	that's amazing! we're all supporting you as one team.	It's great, and I support it.
305	10.55	305	305	I look forward to working with you today.	Thank you for today.
306	4.46	306	306	so let's have miuraisan introduce us to our regular client.	Let me introduce Mr. Miura's arrival soon.
307	0.00	307	307	mr. miura is doing a live concert	Live at my own
308	5.52	308	308	and he loves catering his entire food stall	I love catering
309	41.11	309	309	And its name is delicious ramen!	The name is delicious ramen.
310	0.00	310	310	-What is Miura Daichi's favorite place?	Mr. Miura's arrival
311	8.30	311	311	The company operates over 100 stores both domestically and internationally.	It has developed more than 100 stores in Japan and abroad
312	7.81	312	312	The Ramen Chain Store Doutonbori Kamiza.	Ramen chain shop.
313	4.77	313	313	The signature dish recommended by Miura-san is here.	Here is the signboard of Miura
314	61.48	314	314	and its name is delicious ramen.	The name is delicious ramen.
315	3.75	315	315	mr. miura has always loved this ramen so much that	Miura loves this Ramen from old times
316	3.75	316	316	and even catered the entire stall for his own shows.	I've catapulted every stage on my live performance.
317	15.85	317	317	Only a small fraction of humanity knows how to make it.	Only a few people know how to make
318	8.39	318	318	a secret soup that no one should ever speak of	In secret soup
319	6.57	319	319	and put in garlic and bean paste	Garlic and soy sauce
320	4.24	320	320	It's pork belly with homemade soy sauce sauce. Only output the translation without any explanations or extra commentary.	Pork broth, homemade ginger sauce.
321	13.89	321	321	And put plenty of cabbage in there!	In there, plenty of Chinese cabbage!
322	7.81	322	322	and when you boil the blended oil	By mixing and mixing oil
323	15.93	323	323	The soup has a gentle flavor with the sweetness of the Chinese cabbage shining through, making it a delicious soup with a gentle flavor.	Comes with a gentle taste soup with the sweetness of Chinese cabbage.
324	18.72	324	324	a thick noodle mixed with a soup made with fragrant wheat	In the thick noodle of the soup made with the fragrant wheat
325	12.36	325	325	The last step is finished with a large char siu on top!	Finally finished with a big chunk shoe!
326	6.27	326	326	A gentle soy sauce-flavored soup filled with cabbage.	Soup with soy sauce.
327	3.09	327	327	The noodles are smooth and thick, and they're packed with specialties.	The noodle passed through the throat was stuck
328	3.38	328	328	This is my favorite drink because Miura-san has always been close to me.	It is exactly what Mr. Miura is familiar with from old days.
329	14.32	329	329	the studio is empty!	How do you go to the studio
